filename,type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),rff,sky
string,enum,enum,numeric,numeric,numeric,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
VELA28MRP_0.325032_0003038__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,7,F160W,300.9343,0.0422,300.3802,0.0240,19.6804,0.0024,23.7294,0.0495,23.7294,0.0495,1.1404,0.0041,0.5954,0.0014,-84.7924,0.1386,0.428004632945,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,7,F160W,530.0586,0.2144,521.3448,0.2016,23.5844,0.0146,25.3966,0.2422,25.3966,0.2422,0.8100,0.0156,0.6808,0.0062,-76.1537,1.1689,0.854159020721,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,8,F160W,300.6859,0.0423,300.8988,0.0248,19.6709,0.0024,24.0651,0.0496,24.0651,0.0496,1.1258,0.0042,0.6009,0.0014,89.9799,0.1388,0.452905383043,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,8,F160W,533.5329,0.2390,546.7465,0.2080,23.6107,0.0148,24.2520,0.2140,24.252,0.214,0.7830,0.0181,0.7332,0.0096,-76.0327,1.5140,0.858359183422,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,0,F160W,298.7893,0.0351,303.0143,0.0303,20.8058,0.0086,15.4630,0.1432,15.463,0.1432,1.4992,0.0148,0.2313,0.0015,49.3785,0.1207,0.393982613394,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,328348,3.239,2.0487804878,0,F160W,273.8039,0.3057,484.8973,0.3538,22.9376,0.0127,37.8218,0.5078,37.8218,0.5078,0.8329,0.0182,0.7874,0.0085,19.1414,1.6819,0.954189452816,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,328348,3.239,2.0487804878,0,F160W,281.9609,0.0417,319.7516,0.0519,19.6075,0.0028,33.6165,0.0939,33.6165,0.0939,1.4814,0.0046,0.4044,0.0010,36.4960,0.0723,0.457237767313,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,1,F160W,316.9601,0.0381,301.4814,0.0133,19.3048,0.0022,27.1775,0.0488,27.1775,0.0488,1.4754,0.0043,0.3464,0.0008,-78.8277,0.0425,0.539788550256,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,5,F160W,288.6158,0.0359,302.8412,0.0232,19.4568,0.0023,22.3331,0.0446,22.3331,0.0446,1.2172,0.0039,0.6674,0.0015,74.1006,0.1831,0.474519012223,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,6,F160W,281.1873,0.0524,308.2931,0.0252,19.4616,0.0026,31.5688,0.0584,31.5688,0.0584,1.2547,0.0046,0.3730,0.0009,62.8065,0.0608,0.559576953863,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,328348,3.239,2.0487804878,6,F160W,175.7895,1.7766,418.8988,2.1865,22.0210,0.0111,229.7691,2.0818,229.7691,2.0818,0.0717,0.0032,0.2394,0.0025,39.2658,0.1049,0.848129643668,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,7,F160W,288.5503,0.0316,294.2654,0.0159,19.4415,0.0021,22.6638,0.0404,22.6638,0.0404,1.1903,0.0034,0.5068,0.0011,-64.0277,0.0914,0.435197392031,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,328348,3.239,2.0487804878,7,F160W,321.7113,0.1992,584.0150,0.2506,23.8649,0.0141,26.9611,0.4159,26.9611,0.4159,1.5213,0.0246,0.6867,0.0083,21.8068,1.4816,0.867079916132,0.000e+00
VELA28MRP_0.328348_0001435__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,328348,3.239,2.0487804878,8,F160W,288.4190,0.0314,295.8086,0.0154,19.4299,0.0020,22.6089,0.0404,22.6089,0.0404,1.2392,0.0038,0.5237,0.0011,-69.5319,0.0937,0.429956292827,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,0,F160W,294.6890,0.0455,308.6010,0.0441,19.5873,0.0027,34.4262,0.0933,34.4262,0.0933,1.3015,0.0038,0.3604,0.0009,45.0353,0.0742,0.467755280453,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,331856,3.297,2.01204819277,0,F160W,405.2436,0.6143,221.6233,0.5873,22.3904,675.0894,251.7581,78269.1172,251.7581,78269.1172,0.0259,0.0004,0.2239,0.0011,40.1015,0.0594,0.785724197808,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,331856,3.297,2.01204819277,1,F160W,246.3241,0.3670,322.2962,0.1693,20.8225,0.0054,65.7957,0.2463,65.7957,0.2463,0.7989,0.0034,0.4634,0.0014,62.7657,0.1661,0.477275448446,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,1,F160W,309.2707,0.0459,298.4237,0.0151,19.7177,0.0025,25.4200,0.0496,25.42,0.0496,1.2354,0.0044,0.3369,0.0009,81.0689,0.0587,0.395080815198,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,5,F160W,299.6862,0.0219,303.4813,0.0355,19.4819,0.0023,25.6238,0.0595,25.6238,0.0595,1.4998,0.0036,0.6218,0.0013,-18.7609,0.1557,0.44321435302,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,331856,3.297,2.01204819277,5,F160W,6.9763,0.7245,149.0409,0.4450,24.0333,0.0296,32.8856,0.7166,32.8856,0.7166,1.0057,0.0344,0.7501,0.0186,47.8267,3.1277,1.07331203022,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,6,F160W,309.7540,0.0610,298.6556,0.0220,19.5824,0.0027,35.2216,0.0983,35.2216,0.0983,1.4285,0.0041,0.3625,0.0009,74.8277,0.0762,0.465447702738,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,7,F160W,298.0576,0.0252,302.6843,0.0201,19.4978,0.0020,23.8278,0.0498,23.8278,0.0498,1.4107,0.0026,0.6165,0.0012,52.2333,0.1279,0.369135237581,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,331856,3.297,2.01204819277,7,F160W,77.4660,0.2450,131.0555,0.2103,23.7064,0.0146,26.1082,0.2986,26.1082,0.2986,0.9386,0.0204,0.7247,0.0080,-84.3391,1.3899,0.884189725134,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,331856,3.297,2.01204819277,8,F160W,298.3508,0.0206,302.4944,0.0219,19.4715,0.0020,23.7108,0.0498,23.7108,0.0498,1.4964,0.0031,0.6345,0.0013,44.4819,0.1335,0.374783598766,0.000e+00
VELA28MRP_0.331856_0003135__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,331856,3.297,2.01204819277,8,F160W,62.7087,0.3084,126.7319,0.2011,23.6780,0.0145,27.6454,0.3634,27.6454,0.3634,0.9302,0.0222,0.6466,0.0080,-88.6326,1.0414,0.868562032631,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,335349,3.341,1.98507462687,0,F160W,548.4258,0.2412,318.2948,0.0873,23.1734,0.0152,32.7314,0.7450,32.7314,0.745,1.7802,0.0412,0.3397,0.0059,-72.2991,0.4293,0.778405996072,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,0,F160W,300.4270,0.0348,301.0081,0.0307,19.6299,0.0028,31.3943,0.0998,31.3943,0.0998,1.8318,0.0052,0.3854,0.0010,48.0327,0.0867,0.435669142479,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,335349,3.341,1.98507462687,1,F160W,63.4575,0.1901,158.8188,0.1820,23.5792,0.0155,16.9575,0.2505,16.9575,0.2505,1.0052,0.0213,0.8957,0.0105,-74.6503,4.5383,0.806773864038,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,1,F160W,300.7310,0.0411,300.1983,0.0165,19.4587,0.0023,31.6175,0.0759,31.6175,0.0759,1.6534,0.0040,0.3763,0.0008,82.8154,0.0641,0.369917100162,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,335349,3.341,1.98507462687,5,F160W,81.7966,0.1856,113.6548,0.1205,23.2917,0.0142,22.6599,0.3936,22.6599,0.3936,1.6560,0.0361,0.6243,0.0078,-86.2227,1.0927,0.859326156963,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,5,F160W,300.0287,0.0139,299.8176,0.0217,19.5156,0.0024,21.7373,0.0618,21.7373,0.0618,2.0942,0.0050,0.5892,0.0014,-25.0352,0.1462,0.382989246949,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,6,F160W,300.3669,0.0218,300.1209,0.0115,19.5727,0.0027,23.5430,0.0792,23.543,0.0792,2.4128,0.0061,0.4154,0.0011,72.1214,0.0974,0.452337124992,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,335349,3.341,1.98507462687,7,F160W,142.8248,0.8134,88.8976,0.7305,25.6488,40.4499,2.734e-03,2.068e-01,0.002734,0.2068,18.3746,193.5594,0.0533,0.1086,45.2471,10.4116,0,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,7,F160W,300.5339,0.0087,300.0124,0.0118,19.4939,0.0021,14.3504,0.0369,14.3504,0.0369,2.3608,0.0042,0.7947,0.0017,41.9967,0.3061,0.345738995065,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,335349,3.341,1.98507462687,8,F160W,133.9830,0.1248,89.0625,0.1170,23.4965,0.0137,14.4575,0.2213,14.4575,0.2213,1.3942,0.0246,0.9427,0.0095,-47.0602,7.9026,0.861011887426,0.000e+00
VELA28MRP_0.335349_0002947__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,335349,3.341,1.98507462687,8,F160W,300.5011,0.0102,300.0680,0.0143,19.4696,0.0021,15.9644,0.0400,15.9644,0.04,2.2586,0.0042,0.7785,0.0016,27.7654,0.2877,0.352377661604,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,0,F160W,300.3015,0.0112,299.7239,0.0234,19.6439,0.0028,26.0039,0.0947,26.0039,0.0947,2.5628,0.0079,0.4176,0.0012,-1.0840,0.1010,0.422264059263,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,0,F160W,395.2299,0.0499,213.8476,0.0563,23.3117,0.0115,7.7846,0.1646,7.7846,0.1646,2.1186,0.0442,0.9781,0.0131,4.4472,26.5163,0.830270573725,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,0,F160W,302.4264,0.0512,253.8909,0.0862,21.0401,0.0072,25.3032,0.2967,25.3032,0.2967,1.8248,0.0192,0.6307,0.0047,15.0480,0.6055,0.469167279439,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,1,F160W,292.6469,0.0192,296.7744,0.0278,20.7056,0.0053,15.0677,0.0706,15.0677,0.0706,2.4551,0.0125,0.6886,0.0042,12.2184,0.4513,0.699772615469,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,1,F160W,255.3145,0.0397,515.1078,0.0790,22.5978,0.1366,1012.7321,468.3095,1012.7321,468.3095,19.9996,2.0103,0.6282,0.0095,31.6792,1.3027,0.858032733708,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,5,F160W,300.7429,0.0006,296.8826,0.0033,19.4592,0.0001,24.8514,0.0002,24.8514,0.0002,1.7771,0.0006,0.5976,0.0001,16.9221,0.0543,0.418831253016,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,5,F160W,258.3630,5.8075,498.5476,2.5523,23.8694,25.5523,0.0101,0.4463,0.0101,0.4463,1.2464,23.1576,0.4615,25.4380,-81.9400,3831.3689,0,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,5,F160W,406.1552,0.0520,279.7781,0.0424,22.8173,0.0101,11.2094,0.1363,11.2094,0.1363,2.3258,0.0316,0.8144,0.0086,77.0483,2.0528,0.802671371031,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,6,F160W,297.2743,0.0261,298.1558,0.0271,19.4614,0.0027,32.1172,0.0989,32.1172,0.0989,2.1669,0.0064,0.3817,0.0010,-44.4181,0.0827,0.45028981846,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,7,F160W,300.9853,0.0240,298.3950,0.0173,19.4420,0.0021,20.2978,0.0456,20.2978,0.0456,1.6775,0.0040,0.7124,0.0014,82.4085,0.1967,0.365278752001,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,7,F160W,259.8993,0.0437,519.9088,0.0334,23.1630,0.0101,9.1874,0.1017,9.1874,0.1017,2.1749,0.0245,0.7685,0.0081,-63.4390,1.7214,0.817515169549,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,338885,3.399,1.94985250737,8,F160W,301.1461,0.0227,298.1396,0.0181,19.4389,0.0021,20.2068,0.0458,20.2068,0.0458,1.6874,0.0042,0.7653,0.0015,71.4525,0.2574,0.371605908716,0.000e+00
VELA28MRP_0.338885_0003051__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,338885,3.399,1.94985250737,8,F160W,259.4098,0.0564,518.4247,0.0431,23.0928,0.0108,10.8711,0.1240,10.8711,0.124,1.9182,0.0252,0.8038,0.0093,-60.5820,2.0084,0.829288650832,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,0,F160W,390.0492,0.0618,498.4135,0.0399,22.7988,0.0107,9.9622,0.1050,9.9622,0.105,1.4982,0.0179,0.6415,0.0070,-67.2167,0.8150,0.690054464541,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,0,F160W,320.9576,0.0532,320.2276,0.0192,20.5667,0.0038,16.2080,0.0471,16.208,0.0471,0.5046,0.0043,0.3024,0.0012,-82.3554,0.1050,0.430690127908,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,0,F160W,303.6952,0.0197,301.9948,0.0153,19.5125,0.0024,25.5423,0.0693,25.5423,0.0693,2.2604,0.0051,0.4621,0.0011,-56.6689,0.0922,0.339581402641,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,1,F160W,288.2824,0.0225,248.0694,0.0563,20.5311,0.0044,19.4825,0.0884,19.4825,0.0884,1.2463,0.0106,0.3966,0.0018,-0.2486,0.1662,0.483310429099,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,1,F160W,140.5092,0.0290,372.7721,0.0502,22.7048,0.0101,9.5331,0.0966,9.5331,0.0966,1.6197,0.0256,0.5872,0.0060,29.2314,0.6362,0.581635551239,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,1,F160W,299.9720,0.0112,297.3296,0.0228,19.6023,0.0025,26.1442,0.0732,26.1442,0.0732,2.2794,0.0070,0.4192,0.0010,-19.9604,0.0869,0.310965927774,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,5,F160W,296.6387,0.0621,448.0361,0.0685,22.6250,0.0096,10.6130,0.1114,10.613,0.1114,1.5579,0.0245,0.9519,0.0087,-0.9834,7.3913,0.70295775244,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,5,F160W,299.3450,0.0128,299.6561,0.0123,19.6158,0.0026,18.7137,0.0596,18.7137,0.0596,2.3724,0.0070,0.6241,0.0018,-46.6664,0.2144,0.301830201393,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,5,F160W,291.8549,0.0273,261.7934,0.0295,20.3157,0.0040,18.3987,0.1012,18.3987,0.1012,1.7427,0.0119,0.8736,0.0032,-42.5335,1.2305,0.520597262587,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,6,F160W,109.4800,0.0200,352.4903,0.0132,24.1333,1.3822,7.865e-03,4.152e-02,0.007865,0.04152,20.0000,30.3225,0.6654,0.1416,-33.1296,22.8915,0,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,6,F160W,296.4743,0.0106,297.1745,0.0160,19.8428,0.0032,14.2819,0.0428,14.2819,0.0428,2.4745,0.0074,0.7173,0.0027,22.0864,0.3665,0.737982652027,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,7,F160W,392.5312,0.0275,460.2320,0.0062,22.4325,0.1192,1301.4280,493.6672,1301.428,493.6672,19.9997,2.3196,0.4232,0.0023,70.3733,0.2297,0.652347358734,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,7,F160W,299.8913,0.0216,298.9521,0.0184,19.4104,0.0023,18.6074,0.0436,18.6074,0.0436,1.8706,0.0048,0.7484,0.0016,73.8858,0.2439,0.475355447167,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,342550,3.457,1.91545189504,8,F160W,382.0352,0.0831,459.6956,0.0403,22.8208,0.0979,1208.8416,424.8752,1208.8416,424.8752,19.9992,1.4720,0.4420,0.0033,73.6103,0.3123,0.588236769158,0.000e+00
VELA28MRP_0.342550_0002561__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,342550,3.457,1.91545189504,8,F160W,299.3860,0.0187,298.8145,0.0233,19.3910,0.0023,18.1575,0.0509,18.1575,0.0509,1.7742,0.0054,0.8051,0.0017,-3.3770,0.3308,0.419263084975,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,345959,3.501,1.8901734104,0,F160W,300.8260,0.0150,302.7119,0.0360,19.5485,0.0026,32.8993,0.0953,32.8993,0.0953,2.1091,0.0072,0.3596,0.0009,-4.3594,0.0787,0.344904662288,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,0,F160W,107.0055,0.2150,472.6285,0.1294,23.1430,0.0136,21.8542,0.2356,21.8542,0.2356,0.7506,0.0130,0.5640,0.0067,61.5104,0.7560,0.750644443258,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,0,F160W,341.3886,0.0694,375.2704,0.0868,21.0005,0.0057,26.5631,0.1786,26.5631,0.1786,1.1331,0.0133,0.6887,0.0037,-24.9190,0.5537,0.688655589212,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,1,F160W,504.7722,0.1347,185.9913,0.1042,22.9682,0.0113,17.7461,0.1766,17.7461,0.1766,0.9894,0.0219,0.7002,0.0076,68.7355,1.0652,0.703971004537,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,1,F160W,374.3823,0.0877,291.5731,0.0429,21.0998,0.0058,24.0219,0.1543,24.0219,0.1543,1.1853,0.0123,0.5691,0.0034,-75.5969,0.3970,0.593102453883,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,345959,3.501,1.8901734104,1,F160W,303.0759,0.0340,299.9944,0.0113,19.4606,0.0022,34.4501,0.0874,34.4501,0.0874,2.0206,0.0057,0.2954,0.0007,75.7740,0.0394,0.32127880811,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,5,F160W,473.5129,0.2160,353.7917,0.1455,23.1728,0.0139,19.3286,0.2410,19.3286,0.241,0.7879,0.0146,0.6893,0.0079,-83.0780,1.1968,0.750224826575,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,345959,3.501,1.8901734104,5,F160W,299.1934,0.0163,302.4682,0.0245,19.4284,0.0024,23.5766,0.0636,23.5766,0.0636,1.9234,0.0053,0.6145,0.0014,24.7377,0.1679,0.329004631317,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,345959,3.501,1.8901734104,6,F160W,302.0226,0.0117,297.1541,0.0215,19.7002,0.0029,20.8876,0.0647,20.8876,0.0647,2.2650,0.0080,0.5115,0.0014,20.3199,0.1199,0.348758546473,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,6,F160W,174.4484,0.0320,57.5407,0.0417,23.6214,0.5191,2350.5964,3768.7727,2350.5964,3768.7727,19.9988,5.5660,0.7803,0.0369,-86.7106,7.8238,0.583871241243,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,6,F160W,359.7793,0.0720,238.9807,0.0832,20.8740,0.0055,24.0436,0.1289,24.0436,0.1289,1.1582,0.0126,0.8955,0.0042,34.7091,1.7938,0.696869004118,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,7,F160W,466.2386,0.1853,261.3170,0.1158,23.0893,0.0122,18.8115,0.2258,18.8115,0.2258,0.8690,0.0180,0.6107,0.0068,82.0346,0.8454,0.720579901038,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,345959,3.501,1.8901734104,7,F160W,297.7050,0.0235,301.1128,0.0164,19.3950,0.0022,21.8384,0.0536,21.8384,0.0536,1.8623,0.0047,0.6482,0.0014,80.0267,0.1564,0.338969094413,0.000e+00
VELA28MRP_0.345959_0001733__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,345959,3.501,1.8901734104,8,F160W,467.9220,0.1116,276.3045,0.0917,24.8523,0.3681,549.9113,814.6666,549.9113,814.6666,19.9980,6.9394,0.4668,0.0309,46.7152,2.2583,0.537038746497,0.000e+00
